stem,class,deixis,tam
làɽ-á,unmarked,ventive,imperative
ĺáɽ́-ó,unmarked,itive,imperative
ĺáɽ-ó,unmarked,itive,imperative
l̀àɽ̀-á,unmarked,ventive,imperative
l̀àɽ-á,unmarked,ventive,imperative
ɲə̀-làɽ̀-ó,ɲ,ventive,perfective
ɲə̀-làɽ̀-ì,ɲ,itive,dependent
ɲə̀-làɽ̀-à,ɲ,ventive,dependent
ɲə̀-làɽ-ó,ɲ,ventive,perfective
ɲə̀-làɽ-ì,ɲ,itive,dependent
ɲə̀-làɽ-à,ɲ,ventive,dependent
ɲə̀-l̀àɽ̀-ó,ɲ,ventive,perfective
ɲə̀-l̀àɽ̀-ì,ɲ,itive,dependent
ɲə̀-l̀àɽ̀-à,ɲ,ventive,dependent
ɲə̀-l̀àɽ-ó,ɲ,ventive,perfective
ɲə̀-l̀àɽ-ì,ɲ,itive,dependent
ɲə̀-l̀àɽ-à,ɲ,ventive,dependent
ɲ-á-láɽ̀-à,ɲ,itive,imperfective
ɲ-á-láɽ-à,ɲ,itive,imperfective
ɲ-á-làɽ̀-ó,ɲ,ventive,imperfective
ɲ-á-làɽ-ó,ɲ,ventive,imperfective
ɲ-á-ĺàɽ̀-à,ɲ,itive,imperfective
ɲ-á-ĺàɽ-à,ɲ,itive,imperfective
ɲ-á-l̀àɽ̀-ó,ɲ,ventive,imperfective
ɲ-á-l̀àɽ-ó,ɲ,ventive,imperfective
ɲ-à-láɽ̀-ì,ɲ,itive,perfective
ɲ-à-láɽ-ì,ɲ,itive,perfective
ɲ-à-ĺàɽ̀-ì,ɲ,itive,perfective
ɲ-à-ĺàɽ-ì,ɲ,itive,perfective
ŋə̀-làɽ̀-ó,ŋ,ventive,perfective
ŋə̀-làɽ̀-ì,ŋ,itive,dependent
ŋə̀-làɽ̀-à,ŋ,ventive,dependent
ŋə̀-làɽ-ó,ŋ,ventive,perfective
ŋə̀-làɽ-ì,ŋ,itive,dependent
ŋə̀-làɽ-à,ŋ,ventive,dependent
ŋə̀-l̀àɽ̀-ó,ŋ,ventive,perfective
ŋə̀-l̀àɽ̀-ì,ŋ,itive,dependent
ŋə̀-l̀àɽ̀-à,ŋ,ventive,dependent
ŋə̀-l̀àɽ-ó,ŋ,ventive,perfective
ŋə̀-l̀àɽ-ì,ŋ,itive,dependent
ŋə̀-l̀àɽ-à,ŋ,ventive,dependent
ŋ-á-láɽ̀-à,ŋ,itive,imperfective
ŋ-á-láɽ-à,ŋ,itive,imperfective
ŋ-á-làɽ̀-ó,ŋ,ventive,imperfective
ŋ-á-làɽ-ó,ŋ,ventive,imperfective
ŋ-á-ĺàɽ̀-à,ŋ,itive,imperfective
ŋ-á-ĺàɽ-à,ŋ,itive,imperfective
ŋ-á-l̀àɽ̀-ó,ŋ,ventive,imperfective
ŋ-á-l̀àɽ-ó,ŋ,ventive,imperfective
ŋ-à-láɽ̀-ì,ŋ,itive,perfective
ŋ-à-láɽ-ì,ŋ,itive,perfective
ŋ-à-ĺàɽ̀-ì,ŋ,itive,perfective
ŋ-à-ĺàɽ-ì,ŋ,itive,perfective
ðə́-láɽ́-á,ð,unmarked,infinitive
ðə́-láɽ-á,ð,unmarked,infinitive
ðə́-ĺáɽ́-á,ð,unmarked,infinitive
ðə́-ĺáɽ-á,ð,unmarked,infinitive
ðə̀-làɽ̀-ó,ð,ventive,perfective
ðə̀-làɽ̀-ì,ð,itive,dependent
ðə̀-làɽ̀-à,ð,ventive,dependent
ðə̀-làɽ-ó,ð,ventive,perfective
ðə̀-làɽ-ì,ð,itive,dependent
ðə̀-làɽ-à,ð,ventive,dependent
ðə̀-l̀àɽ̀-ó,ð,ventive,perfective
ðə̀-l̀àɽ̀-ì,ð,itive,dependent
ðə̀-l̀àɽ̀-à,ð,ventive,dependent
ðə̀-l̀àɽ-ó,ð,ventive,perfective
ðə̀-l̀àɽ-ì,ð,itive,dependent
ðə̀-l̀àɽ-à,ð,ventive,dependent
ð-á-láɽ̀-à,ð,itive,imperfective
ð-á-láɽ-à,ð,itive,imperfective
ð-á-làɽ̀-ó,ð,ventive,imperfective
ð-á-làɽ-ó,ð,ventive,imperfective
ð-á-ĺàɽ̀-à,ð,itive,imperfective
ð-á-ĺàɽ-à,ð,itive,imperfective
ð-á-l̀àɽ̀-ó,ð,ventive,imperfective
ð-á-l̀àɽ-ó,ð,ventive,imperfective
ð-à-láɽ̀-ì,ð,itive,perfective
ð-à-láɽ-ì,ð,itive,perfective
ð-à-ĺàɽ̀-ì,ð,itive,perfective
ð-à-ĺàɽ-ì,ð,itive,perfective
t̪ə̀-làɽ̀-ó,t̪,ventive,perfective
t̪ə̀-làɽ̀-ì,t̪,itive,dependent
t̪ə̀-làɽ̀-à,t̪,ventive,dependent
t̪ə̀-làɽ-ó,t̪,ventive,perfective
t̪ə̀-làɽ-ì,t̪,itive,dependent
t̪ə̀-làɽ-à,t̪,ventive,dependent
t̪ə̀-l̀àɽ̀-ó,t̪,ventive,perfective
t̪ə̀-l̀àɽ̀-ì,t̪,itive,dependent
t̪ə̀-l̀àɽ̀-à,t̪,ventive,dependent
t̪ə̀-l̀àɽ-ó,t̪,ventive,perfective
t̪ə̀-l̀àɽ-ì,t̪,itive,dependent
t̪ə̀-l̀àɽ-à,t̪,ventive,dependent
t̪-á-láɽ̀-à,t̪,itive,imperfective
t̪-á-láɽ-à,t̪,itive,imperfective
t̪-á-làɽ̀-ó,t̪,ventive,imperfective
t̪-á-làɽ-ó,t̪,ventive,imperfective
t̪-á-ĺàɽ̀-à,t̪,itive,imperfective
t̪-á-ĺàɽ-à,t̪,itive,imperfective
t̪-á-l̀àɽ̀-ó,t̪,ventive,imperfective
t̪-á-l̀àɽ-ó,t̪,ventive,imperfective
t̪-à-láɽ̀-ì,t̪,itive,perfective
t̪-à-láɽ-ì,t̪,itive,perfective
t̪-à-ĺàɽ̀-ì,t̪,itive,perfective
t̪-à-ĺàɽ-ì,t̪,itive,perfective
rə̀-làɽ̀-ó,r,ventive,perfective
rə̀-làɽ̀-ì,r,itive,dependent
rə̀-làɽ̀-à,r,ventive,dependent
rə̀-làɽ-ó,r,ventive,perfective
rə̀-làɽ-ì,r,itive,dependent
rə̀-làɽ-à,r,ventive,dependent
rə̀-l̀àɽ̀-ó,r,ventive,perfective
rə̀-l̀àɽ̀-ì,r,itive,dependent
rə̀-l̀àɽ̀-à,r,ventive,dependent
rə̀-l̀àɽ-ó,r,ventive,perfective
rə̀-l̀àɽ-ì,r,itive,dependent
rə̀-l̀àɽ-à,r,ventive,dependent
r-á-láɽ̀-à,r,itive,imperfective
r-á-láɽ-à,r,itive,imperfective
r-á-làɽ̀-ó,r,ventive,imperfective
r-á-làɽ-ó,r,ventive,imperfective
r-á-ĺàɽ̀-à,r,itive,imperfective
r-á-ĺàɽ-à,r,itive,imperfective
r-á-l̀àɽ̀-ó,r,ventive,imperfective
r-á-l̀àɽ-ó,r,ventive,imperfective
r-à-láɽ̀-ì,r,itive,perfective
r-à-láɽ-ì,r,itive,perfective
r-à-ĺàɽ̀-ì,r,itive,perfective
r-à-ĺàɽ-ì,r,itive,perfective
nə̀-làɽ̀-ó,n,ventive,perfective
nə̀-làɽ̀-ì,n,itive,dependent
nə̀-làɽ̀-à,n,ventive,dependent
nə̀-làɽ-ó,n,ventive,perfective
nə̀-làɽ-ì,n,itive,dependent
nə̀-làɽ-à,n,ventive,dependent
nə̀-l̀àɽ̀-ó,n,ventive,perfective
nə̀-l̀àɽ̀-ì,n,itive,dependent
nə̀-l̀àɽ̀-à,n,ventive,dependent
nə̀-l̀àɽ-ó,n,ventive,perfective
nə̀-l̀àɽ-ì,n,itive,dependent
nə̀-l̀àɽ-à,n,ventive,dependent
n-á-láɽ̀-à,n,itive,imperfective
n-á-láɽ-à,n,itive,imperfective
n-á-làɽ̀-ó,n,ventive,imperfective
n-á-làɽ-ó,n,ventive,imperfective
n-á-ĺàɽ̀-à,n,itive,imperfective
n-á-ĺàɽ-à,n,itive,imperfective
n-á-l̀àɽ̀-ó,n,ventive,imperfective
n-á-l̀àɽ-ó,n,ventive,imperfective
n-à-láɽ̀-ì,n,itive,perfective
n-à-láɽ-ì,n,itive,perfective
n-à-ĺàɽ̀-ì,n,itive,perfective
n-à-ĺàɽ-ì,n,itive,perfective
lə̀-làɽ̀-ó,l,ventive,perfective
lə̀-làɽ̀-ì,l,itive,dependent
lə̀-làɽ̀-à,l,ventive,dependent
lə̀-làɽ-ó,l,ventive,perfective
lə̀-làɽ-ì,l,itive,dependent
lə̀-làɽ-à,l,ventive,dependent
lə̀-l̀àɽ̀-ó,l,ventive,perfective
lə̀-l̀àɽ̀-ì,l,itive,dependent
lə̀-l̀àɽ̀-à,l,ventive,dependent
lə̀-l̀àɽ-ó,l,ventive,perfective
lə̀-l̀àɽ-ì,l,itive,dependent
lə̀-l̀àɽ-à,l,ventive,dependent
l-á-láɽ̀-à,l,itive,imperfective
l-á-láɽ-à,l,itive,imperfective
l-á-làɽ̀-ó,l,ventive,imperfective
l-á-làɽ-ó,l,ventive,imperfective
l-á-ĺàɽ̀-à,l,itive,imperfective
l-á-ĺàɽ-à,l,itive,imperfective
l-á-l̀àɽ̀-ó,l,ventive,imperfective
l-á-l̀àɽ-ó,l,ventive,imperfective
l-à-láɽ̀-ì,l,itive,perfective
l-à-láɽ-ì,l,itive,perfective
l-à-ĺàɽ̀-ì,l,itive,perfective
l-à-ĺàɽ-ì,l,itive,perfective
jə̀-làɽ̀-ó,j,ventive,perfective
jə̀-làɽ̀-ì,j,itive,dependent
jə̀-làɽ̀-à,j,ventive,dependent
jə̀-làɽ-ó,j,ventive,perfective
jə̀-làɽ-ì,j,itive,dependent
jə̀-làɽ-à,j,ventive,dependent
jə̀-l̀àɽ̀-ó,j,ventive,perfective
jə̀-l̀àɽ̀-ì,j,itive,dependent
jə̀-l̀àɽ̀-à,j,ventive,dependent
jə̀-l̀àɽ-ó,j,ventive,perfective
jə̀-l̀àɽ-ì,j,itive,dependent
jə̀-l̀àɽ-à,j,ventive,dependent
j-á-láɽ̀-à,j,itive,imperfective
j-á-láɽ-à,j,itive,imperfective
j-á-làɽ̀-ó,j,ventive,imperfective
j-á-làɽ-ó,j,ventive,imperfective
j-á-ĺàɽ̀-à,j,itive,imperfective
j-á-ĺàɽ-à,j,itive,imperfective
j-á-l̀àɽ̀-ó,j,ventive,imperfective
j-á-l̀àɽ-ó,j,ventive,imperfective
j-à-láɽ̀-ì,j,itive,perfective
j-à-láɽ-ì,j,itive,perfective
j-à-ĺàɽ̀-ì,j,itive,perfective
j-à-ĺàɽ-ì,j,itive,perfective
gə̀-làɽ̀-ó,g,ventive,perfective
gə̀-làɽ̀-ì,g,itive,dependent
gə̀-làɽ̀-à,g,ventive,dependent
gə̀-làɽ-ó,g,ventive,perfective
gə̀-làɽ-ì,g,itive,dependent
gə̀-làɽ-à,g,ventive,dependent
gə̀-l̀àɽ̀-ó,g,ventive,perfective
gə̀-l̀àɽ̀-ì,g,itive,dependent
gə̀-l̀àɽ̀-à,g,ventive,dependent
gə̀-l̀àɽ-ó,g,ventive,perfective
gə̀-l̀àɽ-ì,g,itive,dependent
gə̀-l̀àɽ-à,g,ventive,dependent
g-á-láɽ̀-à,g,itive,imperfective
g-á-láɽ-à,g,itive,imperfective
g-á-làɽ̀-ó,g,ventive,imperfective
g-á-làɽ-ó,g,ventive,imperfective
g-á-ĺàɽ̀-à,g,itive,imperfective
g-á-ĺàɽ-à,g,itive,imperfective
g-á-l̀àɽ̀-ó,g,ventive,imperfective
g-á-l̀àɽ-ó,g,ventive,imperfective
g-à-láɽ̀-ì,g,itive,perfective
g-à-láɽ-ì,g,itive,perfective
g-à-ĺàɽ̀-ì,g,itive,perfective
g-à-ĺàɽ-ì,g,itive,perfective
káblát̪-ó,unmarked,itive,imperative
kábĺát̪-ó,unmarked,itive,imperative
kàblàt̪-á,unmarked,ventive,imperative
kàbl̀àt̪-á,unmarked,ventive,imperative
ɲə̀-kàblàt̪-ó,ɲ,ventive,perfective
ɲə̀-kàblàt̪-ì,ɲ,itive,dependent
ɲə̀-kàblàt̪-à,ɲ,ventive,dependent
ɲə̀-kàbl̀àt̪-ó,ɲ,ventive,perfective
ɲə̀-kàbl̀àt̪-ì,ɲ,itive,dependent
ɲə̀-kàbl̀àt̪-à,ɲ,ventive,dependent
ɲ-á-káblàt̪-à,ɲ,itive,imperfective
ɲ-á-kábl̀àt̪-à,ɲ,itive,imperfective
ɲ-á-kàblàt̪-ó,ɲ,ventive,imperfective
ɲ-á-kàbl̀àt̪-ó,ɲ,ventive,imperfective
ɲ-à-káblàt̪-ì,ɲ,itive,perfective
ɲ-à-kábl̀àt̪-ì,ɲ,itive,perfective
ŋə̀-kàblàt̪-ó,ŋ,ventive,perfective
ŋə̀-kàblàt̪-ì,ŋ,itive,dependent
ŋə̀-kàblàt̪-à,ŋ,ventive,dependent
ŋə̀-kàbl̀àt̪-ó,ŋ,ventive,perfective
ŋə̀-kàbl̀àt̪-ì,ŋ,itive,dependent
ŋə̀-kàbl̀àt̪-à,ŋ,ventive,dependent
ŋ-á-káblàt̪-à,ŋ,itive,imperfective
ŋ-á-kábl̀àt̪-à,ŋ,itive,imperfective
ŋ-á-kàblàt̪-ó,ŋ,ventive,imperfective
ŋ-á-kàbl̀àt̪-ó,ŋ,ventive,imperfective
ŋ-à-káblàt̪-ì,ŋ,itive,perfective
ŋ-à-kábl̀àt̪-ì,ŋ,itive,perfective
ðə́-káblát̪-á,ð,unmarked,infinitive
ðə́-kábĺát̪-á,ð,unmarked,infinitive
ðə̀-kàblàt̪-ó,ð,ventive,perfective
ðə̀-kàblàt̪-ì,ð,itive,dependent
ðə̀-kàblàt̪-à,ð,ventive,dependent
ðə̀-kàbl̀àt̪-ó,ð,ventive,perfective
ðə̀-kàbl̀àt̪-ì,ð,itive,dependent
ðə̀-kàbl̀àt̪-à,ð,ventive,dependent
ð-á-káblàt̪-à,ð,itive,imperfective
ð-á-kábl̀àt̪-à,ð,itive,imperfective
ð-á-kàblàt̪-ó,ð,ventive,imperfective
ð-á-kàbl̀àt̪-ó,ð,ventive,imperfective
ð-à-káblàt̪-ì,ð,itive,perfective
ð-à-kábl̀àt̪-ì,ð,itive,perfective
t̪ə̀-kàblàt̪-ó,t̪,ventive,perfective
t̪ə̀-kàblàt̪-ì,t̪,itive,dependent
t̪ə̀-kàblàt̪-à,t̪,ventive,dependent
t̪ə̀-kàbl̀àt̪-ó,t̪,ventive,perfective
t̪ə̀-kàbl̀àt̪-ì,t̪,itive,dependent
t̪ə̀-kàbl̀àt̪-à,t̪,ventive,dependent
t̪-á-káblàt̪-à,t̪,itive,imperfective
t̪-á-kábl̀àt̪-à,t̪,itive,imperfective
t̪-á-kàblàt̪-ó,t̪,ventive,imperfective
t̪-á-kàbl̀àt̪-ó,t̪,ventive,imperfective
t̪-à-káblàt̪-ì,t̪,itive,perfective
t̪-à-kábl̀àt̪-ì,t̪,itive,perfective
rə̀-kàblàt̪-ó,r,ventive,perfective
rə̀-kàblàt̪-ì,r,itive,dependent
rə̀-kàblàt̪-à,r,ventive,dependent
rə̀-kàbl̀àt̪-ó,r,ventive,perfective
rə̀-kàbl̀àt̪-ì,r,itive,dependent
rə̀-kàbl̀àt̪-à,r,ventive,dependent
r-á-káblàt̪-à,r,itive,imperfective
r-á-kábl̀àt̪-à,r,itive,imperfective
r-á-kàblàt̪-ó,r,ventive,imperfective
r-á-kàbl̀àt̪-ó,r,ventive,imperfective
r-à-káblàt̪-ì,r,itive,perfective
r-à-kábl̀àt̪-ì,r,itive,perfective
nə̀-kàblàt̪-ó,n,ventive,perfective
nə̀-kàblàt̪-ì,n,itive,dependent
nə̀-kàblàt̪-à,n,ventive,dependent
nə̀-kàbl̀àt̪-ó,n,ventive,perfective
nə̀-kàbl̀àt̪-ì,n,itive,dependent
nə̀-kàbl̀àt̪-à,n,ventive,dependent
n-á-káblàt̪-à,n,itive,imperfective
n-á-kábl̀àt̪-à,n,itive,imperfective
n-á-kàblàt̪-ó,n,ventive,imperfective
n-á-kàbl̀àt̪-ó,n,ventive,imperfective
n-à-káblàt̪-ì,n,itive,perfective
n-à-kábl̀àt̪-ì,n,itive,perfective
lə̀-kàblàt̪-ó,l,ventive,perfective
lə̀-kàblàt̪-ì,l,itive,dependent
lə̀-kàblàt̪-à,l,ventive,dependent
lə̀-kàbl̀àt̪-ó,l,ventive,perfective
lə̀-kàbl̀àt̪-ì,l,itive,dependent
lə̀-kàbl̀àt̪-à,l,ventive,dependent
l-á-káblàt̪-à,l,itive,imperfective
l-á-kábl̀àt̪-à,l,itive,imperfective
l-á-kàblàt̪-ó,l,ventive,imperfective
l-á-kàbl̀àt̪-ó,l,ventive,imperfective
l-à-káblàt̪-ì,l,itive,perfective
l-à-kábl̀àt̪-ì,l,itive,perfective
jə̀-kàblàt̪-ó,j,ventive,perfective
jə̀-kàblàt̪-ì,j,itive,dependent
jə̀-kàblàt̪-à,j,ventive,dependent
jə̀-kàbl̀àt̪-ó,j,ventive,perfective
jə̀-kàbl̀àt̪-ì,j,itive,dependent
jə̀-kàbl̀àt̪-à,j,ventive,dependent
j-á-káblàt̪-à,j,itive,imperfective
j-á-kábl̀àt̪-à,j,itive,imperfective
j-á-kàblàt̪-ó,j,ventive,imperfective
j-á-kàbl̀àt̪-ó,j,ventive,imperfective
j-à-káblàt̪-ì,j,itive,perfective
j-à-kábl̀àt̪-ì,j,itive,perfective
gə̀-kàblàt̪-ó,g,ventive,perfective
gə̀-kàblàt̪-ì,g,itive,dependent
gə̀-kàblàt̪-à,g,ventive,dependent
gə̀-kàbl̀àt̪-ó,g,ventive,perfective
gə̀-kàbl̀àt̪-ì,g,itive,dependent
gə̀-kàbl̀àt̪-à,g,ventive,dependent
g-á-káblàt̪-à,g,itive,imperfective
g-á-kábl̀àt̪-à,g,itive,imperfective
g-á-kàblàt̪-ó,g,ventive,imperfective
g-á-kàbl̀àt̪-ó,g,ventive,imperfective
g-à-káblàt̪-ì,g,itive,perfective
g-à-kábl̀àt̪-ì,g,itive,perfective
ŋáĺ-ó,unmarked,itive,imperative
ŋál-ó,unmarked,itive,imperative
ŋàl̀-á,unmarked,ventive,imperative
ŋàl-á,unmarked,ventive,imperative
ŋ́áĺ-ó,unmarked,itive,imperative
ŋ́ál-ó,unmarked,itive,imperative
ŋ̀àl̀-á,unmarked,ventive,imperative
ŋ̀àl-á,unmarked,ventive,imperative
ɲə̀-ŋàl̀-ó,ɲ,ventive,perfective
ɲə̀-ŋàl̀-ì,ɲ,itive,dependent
ɲə̀-ŋàl̀-à,ɲ,ventive,dependent
ɲə̀-ŋàl-ó,ɲ,ventive,perfective
ɲə̀-ŋàl-ì,ɲ,itive,dependent
ɲə̀-ŋàl-à,ɲ,ventive,dependent
ɲə̀-ŋ̀àl̀-ó,ɲ,ventive,perfective
ɲə̀-ŋ̀àl̀-ì,ɲ,itive,dependent
ɲə̀-ŋ̀àl̀-à,ɲ,ventive,dependent
ɲə̀-ŋ̀àl-ó,ɲ,ventive,perfective
ɲə̀-ŋ̀àl-ì,ɲ,itive,dependent
ɲə̀-ŋ̀àl-à,ɲ,ventive,dependent
ɲ-á-ŋál̀-à,ɲ,itive,imperfective
ɲ-á-ŋál-à,ɲ,itive,imperfective
ɲ-á-ŋàl̀-ó,ɲ,ventive,imperfective
ɲ-á-ŋàl-ó,ɲ,ventive,imperfective
ɲ-á-ŋ́àl̀-à,ɲ,itive,imperfective
ɲ-á-ŋ́àl-à,ɲ,itive,imperfective
ɲ-á-ŋ̀àl̀-ó,ɲ,ventive,imperfective
ɲ-á-ŋ̀àl-ó,ɲ,ventive,imperfective
ɲ-à-ŋál̀-ì,ɲ,itive,perfective
ɲ-à-ŋál-ì,ɲ,itive,perfective
ɲ-à-ŋ́àl̀-ì,ɲ,itive,perfective
ɲ-à-ŋ́àl-ì,ɲ,itive,perfective
ŋə̀-ŋàl̀-ó,ŋ,ventive,perfective
ŋə̀-ŋàl̀-ì,ŋ,itive,dependent
ŋə̀-ŋàl̀-à,ŋ,ventive,dependent
ŋə̀-ŋàl-ó,ŋ,ventive,perfective
ŋə̀-ŋàl-ì,ŋ,itive,dependent
ŋə̀-ŋàl-à,ŋ,ventive,dependent
ŋə̀-ŋ̀àl̀-ó,ŋ,ventive,perfective
ŋə̀-ŋ̀àl̀-ì,ŋ,itive,dependent
ŋə̀-ŋ̀àl̀-à,ŋ,ventive,dependent
ŋə̀-ŋ̀àl-ó,ŋ,ventive,perfective
ŋə̀-ŋ̀àl-ì,ŋ,itive,dependent
ŋə̀-ŋ̀àl-à,ŋ,ventive,dependent
ŋ-á-ŋál̀-à,ŋ,itive,imperfective
ŋ-á-ŋál-à,ŋ,itive,imperfective
ŋ-á-ŋàl̀-ó,ŋ,ventive,imperfective
ŋ-á-ŋàl-ó,ŋ,ventive,imperfective
ŋ-á-ŋ́àl̀-à,ŋ,itive,imperfective
ŋ-á-ŋ́àl-à,ŋ,itive,imperfective
ŋ-á-ŋ̀àl̀-ó,ŋ,ventive,imperfective
ŋ-á-ŋ̀àl-ó,ŋ,ventive,imperfective
ŋ-à-ŋál̀-ì,ŋ,itive,perfective
ŋ-à-ŋál-ì,ŋ,itive,perfective
ŋ-à-ŋ́àl̀-ì,ŋ,itive,perfective
ŋ-à-ŋ́àl-ì,ŋ,itive,perfective
ðə́-ŋáĺ-á,ð,unmarked,infinitive
ðə́-ŋál-á,ð,unmarked,infinitive
ðə́-ŋ́áĺ-á,ð,unmarked,infinitive
ðə́-ŋ́ál-á,ð,unmarked,infinitive
ðə̀-ŋàl̀-ó,ð,ventive,perfective
ðə̀-ŋàl̀-ì,ð,itive,dependent
ðə̀-ŋàl̀-à,ð,ventive,dependent
ðə̀-ŋàl-ó,ð,ventive,perfective
ðə̀-ŋàl-ì,ð,itive,dependent
ðə̀-ŋàl-à,ð,ventive,dependent
ðə̀-ŋ̀àl̀-ó,ð,ventive,perfective
ðə̀-ŋ̀àl̀-ì,ð,itive,dependent
ðə̀-ŋ̀àl̀-à,ð,ventive,dependent
ðə̀-ŋ̀àl-ó,ð,ventive,perfective
ðə̀-ŋ̀àl-ì,ð,itive,dependent
ðə̀-ŋ̀àl-à,ð,ventive,dependent
ð-á-ŋál̀-à,ð,itive,imperfective
ð-á-ŋál-à,ð,itive,imperfective
ð-á-ŋàl̀-ó,ð,ventive,imperfective
ð-á-ŋàl-ó,ð,ventive,imperfective
ð-á-ŋ́àl̀-à,ð,itive,imperfective
ð-á-ŋ́àl-à,ð,itive,imperfective
ð-á-ŋ̀àl̀-ó,ð,ventive,imperfective
ð-á-ŋ̀àl-ó,ð,ventive,imperfective
ð-à-ŋál̀-ì,ð,itive,perfective
ð-à-ŋál-ì,ð,itive,perfective
ð-à-ŋ́àl̀-ì,ð,itive,perfective
ð-à-ŋ́àl-ì,ð,itive,perfective
t̪ə̀-ŋàl̀-ó,t̪,ventive,perfective
t̪ə̀-ŋàl̀-ì,t̪,itive,dependent
t̪ə̀-ŋàl̀-à,t̪,ventive,dependent
t̪ə̀-ŋàl-ó,t̪,ventive,perfective
t̪ə̀-ŋàl-ì,t̪,itive,dependent
t̪ə̀-ŋàl-à,t̪,ventive,dependent
t̪ə̀-ŋ̀àl̀-ó,t̪,ventive,perfective
t̪ə̀-ŋ̀àl̀-ì,t̪,itive,dependent
t̪ə̀-ŋ̀àl̀-à,t̪,ventive,dependent
t̪ə̀-ŋ̀àl-ó,t̪,ventive,perfective
t̪ə̀-ŋ̀àl-ì,t̪,itive,dependent
t̪ə̀-ŋ̀àl-à,t̪,ventive,dependent
t̪-á-ŋál̀-à,t̪,itive,imperfective
t̪-á-ŋál-à,t̪,itive,imperfective
t̪-á-ŋàl̀-ó,t̪,ventive,imperfective
t̪-á-ŋàl-ó,t̪,ventive,imperfective
t̪-á-ŋ́àl̀-à,t̪,itive,imperfective
t̪-á-ŋ́àl-à,t̪,itive,imperfective
t̪-á-ŋ̀àl̀-ó,t̪,ventive,imperfective
t̪-á-ŋ̀àl-ó,t̪,ventive,imperfective
t̪-à-ŋál̀-ì,t̪,itive,perfective
t̪-à-ŋál-ì,t̪,itive,perfective
t̪-à-ŋ́àl̀-ì,t̪,itive,perfective
t̪-à-ŋ́àl-ì,t̪,itive,perfective
rə̀-ŋàl̀-ó,r,ventive,perfective
rə̀-ŋàl̀-ì,r,itive,dependent
rə̀-ŋàl̀-à,r,ventive,dependent
rə̀-ŋàl-ó,r,ventive,perfective
rə̀-ŋàl-ì,r,itive,dependent
rə̀-ŋàl-à,r,ventive,dependent
rə̀-ŋ̀àl̀-ó,r,ventive,perfective
rə̀-ŋ̀àl̀-ì,r,itive,dependent
rə̀-ŋ̀àl̀-à,r,ventive,dependent
rə̀-ŋ̀àl-ó,r,ventive,perfective
rə̀-ŋ̀àl-ì,r,itive,dependent
rə̀-ŋ̀àl-à,r,ventive,dependent
r-á-ŋál̀-à,r,itive,imperfective
r-á-ŋál-à,r,itive,imperfective
r-á-ŋàl̀-ó,r,ventive,imperfective
r-á-ŋàl-ó,r,ventive,imperfective
r-á-ŋ́àl̀-à,r,itive,imperfective
r-á-ŋ́àl-à,r,itive,imperfective
r-á-ŋ̀àl̀-ó,r,ventive,imperfective
r-á-ŋ̀àl-ó,r,ventive,imperfective
r-à-ŋál̀-ì,r,itive,perfective
r-à-ŋál-ì,r,itive,perfective
r-à-ŋ́àl̀-ì,r,itive,perfective
r-à-ŋ́àl-ì,r,itive,perfective
nə̀-ŋàl̀-ó,n,ventive,perfective
nə̀-ŋàl̀-ì,n,itive,dependent
nə̀-ŋàl̀-à,n,ventive,dependent
nə̀-ŋàl-ó,n,ventive,perfective
nə̀-ŋàl-ì,n,itive,dependent
nə̀-ŋàl-à,n,ventive,dependent
nə̀-ŋ̀àl̀-ó,n,ventive,perfective
nə̀-ŋ̀àl̀-ì,n,itive,dependent
nə̀-ŋ̀àl̀-à,n,ventive,dependent
nə̀-ŋ̀àl-ó,n,ventive,perfective
nə̀-ŋ̀àl-ì,n,itive,dependent
nə̀-ŋ̀àl-à,n,ventive,dependent
n-á-ŋál̀-à,n,itive,imperfective
n-á-ŋál-à,n,itive,imperfective
n-á-ŋàl̀-ó,n,ventive,imperfective
n-á-ŋàl-ó,n,ventive,imperfective
n-á-ŋ́àl̀-à,n,itive,imperfective
n-á-ŋ́àl-à,n,itive,imperfective
n-á-ŋ̀àl̀-ó,n,ventive,imperfective
n-á-ŋ̀àl-ó,n,ventive,imperfective
n-à-ŋál̀-ì,n,itive,perfective
n-à-ŋál-ì,n,itive,perfective
n-à-ŋ́àl̀-ì,n,itive,perfective
n-à-ŋ́àl-ì,n,itive,perfective
lə̀-ŋàl̀-ó,l,ventive,perfective
lə̀-ŋàl̀-ì,l,itive,dependent
lə̀-ŋàl̀-à,l,ventive,dependent
lə̀-ŋàl-ó,l,ventive,perfective
lə̀-ŋàl-ì,l,itive,dependent
lə̀-ŋàl-à,l,ventive,dependent
lə̀-ŋ̀àl̀-ó,l,ventive,perfective
lə̀-ŋ̀àl̀-ì,l,itive,dependent
lə̀-ŋ̀àl̀-à,l,ventive,dependent
lə̀-ŋ̀àl-ó,l,ventive,perfective
lə̀-ŋ̀àl-ì,l,itive,dependent
lə̀-ŋ̀àl-à,l,ventive,dependent
l-á-ŋál̀-à,l,itive,imperfective
l-á-ŋál-à,l,itive,imperfective
l-á-ŋàl̀-ó,l,ventive,imperfective
l-á-ŋàl-ó,l,ventive,imperfective
l-á-ŋ́àl̀-à,l,itive,imperfective
l-á-ŋ́àl-à,l,itive,imperfective
l-á-ŋ̀àl̀-ó,l,ventive,imperfective
l-á-ŋ̀àl-ó,l,ventive,imperfective
